Year,DoY,Hour,FC_cw,qc_FC_cw,FC_cwu_f,FC_cwu_gf,qc_FC_cwu_gf,FC_cwbu_f,FC_cwbu_gf,qc_FC_cwbu_gf,FC_cwbNEGu_f,FC_cwbNEGu_gf,qc_FC_cwbNEGu_gf,FC_cwbEXPu_f,FC_cwbEXPu_gf,qc_FC_cwbEXPu_gf,LE_cw_f,qc_LE_cw_f,LE_cw_gf,qc_LE_cw_gf,H_c_f,qc_H_c_f,H_c_gf,qc_H_c_gf,UST,EBC,TAU_c,qc_TAU_c,TAU,TAU_FreqR,H,H_FreqR,LE,LE_FreqR,FC,FC_FreqR,Rg_f,Rg_gf,qc_Rg_gf,VPD_f,VPD_gf,qc_VPD_gf,RH_f,RH_gf,qc_RH_gf,Ta_f,Ta_gf,qc_Ta_gf,Tsoil_f,Tsoil_gf,qc_Tsoil_gf,PA_1,Rg_out_f,Rlong_f,Rlong_out_f,RNET_f,PAR_f,PAR_out_f,PRECIP,SnowD_f,G1_f,G2_f,G3_f,G4_f,G1_str,G2_str,SWC_1_f,SWC_2_f,Tsoil_2,Tsoil_3,AGC,CO2,ALBEDO_f,WS_1,WD,cs616_1,cs616_2,ch4_flux_raw,qc_ch4_flux,ch4_flux_f,ch4_flux_gf,ch4_flux_gf_fqc,RSSI_mean,ch4_mole_fraction,PotRad,FP_NEEnight,FP_Temp,E_0,R_ref,Reco,Reco_f,Reco_DT_f,GPP,GPP_f,GPP_DT_f,GPP_fqc,gC_NEE,gC_ER,gC_GPP,gC ER_DT,gC GPP_DT
--,--,--,umolm-2s-1,-,umolm-2s-1,umolm-2s-1,-,umolm-2s-1,umolm-2s-1,-,umolm-2s-1,umolm-2s-1,-,umolm-2s-1,umolm-2s-1,-,Wm-2,-,Wm-2,-,Wm-2,-,Wm-2,-,ms-1,%,kg m-1 s-2,-,kg m-1 s-2,-,Wm-2,-,Wm-2,-,umolm-2s-1,-,Wm-2,Wm-2,-,hPa,hPa,-,%,%,-,degC,degC,-,degC,degC,-,KPA,Wm-2,Wm-2,Wm-2,Wm-2,umolm-2s-1,umolm-2s-1,mm,m,Wm-2,Wm-2,Wm-2,Wm-2,Wm-2,Wm-2,m3 m-3,m3 m-3,degC,degC,unitless,umol mol-1,fraction,m sec-1,degrees,usec,usec,umolm-2s-1,#,umolm-2s-1,umolm-2s-1,-,%,umol/mol,W_m-2,umolm-2s-1,degC,degK,umolm-2s-1,umolm-2s-1,umolm-2s-1,umolm-2s-1,umolm-2s-1,umolm-2s-1,umolm-2s-1,-,gC_m-2_30min-1,gC_m-2_30min-1,gC_m-2_30min-1,gC_m-2_30min-1,gC_m-2_30min-1
2013,296,0,3.097474444,2,-9999,0.81105,1,-9999,1.2538,1,-9999,1.2759,1,-9999,1.2759,1,-4.3573,1,-4.3573,0,-10.597,1,-10.597,0,0.051871,99.448,0.0035343,1,0.0033654,1.0502,-9.8064,1.0987,-2.7554,1.4951,2.4771,1.4951,0,0,0,0.16803,0.16803,0,95.3,95.3,0,-7.119,-7.119,0,-9999,-9999,-9999,100.5,1.193,-9999,-9999,-34.64,0,0,0,-9999,-0.621,-0.843,-0.35,-0.471,-0.732,-0.4105,-9999,-9999,-9999,-9999,46.36,378.9,-9999,0.418,53.539,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-7.119,69.65,2.316,1.2102,1.2759,1.2759,-0.065674,0,0,1,0.027563,0.027563,0,0.027563,0
2013,296,0.5,-13.42668365,2,-9999,0.81105,1,-9999,1.2538,1,-9999,1.2759,1,-9999,1.2759,1,-10.735,1,-10.735,0,0.21725,2,0.21725,0,0.028225,99.386,0.0010495,1,0.0010285,1.0205,-0.29019,1.0325,-9.2341,1.1602,-11.51,1.1602,0,0,0,0.12541,0.12541,0,96.6,96.6,0,-6.716,-6.716,0,-9999,-9999,-9999,100.5,1.107,-9999,-9999,-28.56,0,0,0,-9999,-0.534,-1.8,-0.143,0.418,-1.167,0.1375,-9999,-9999,-9999,-9999,44,426.8,-9999,0.29,70.047,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-6.716,69.65,2.3088,1.2288,1.2759,1.2759,-0.047051,0,0,1,0.027563,0.027563,0,0.027563,0
2013,296,1,-1.128217431,1,-9999,0.81105,1,-9999,1.2538,1,-9999,1.2759,1,-9999,1.2759,1,-0.062167,2,-0.062167,0,0.41191,2,0.41191,0,0.033937,99.029,0.001516,1,0.001476,1.0271,0.39971,1.0224,-0.066721,1.0616,-1.0836,1.0616,0,0,0,0.20163,0.20163,0,94.4,94.4,0,-7.028,-7.028,0,-9999,-9999,-9999,100.5,0.341,-9999,-9999,-8.01,0,0,0,-9999,-0.653,-1.527,-0.196,0.045,-1.09,-0.0755,-9999,-9999,-9999,-9999,44,430.4,-9999,0.521,22.701,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-7.028,69.65,2.3017,1.2078,1.2759,1.2759,-0.068099,0,0,1,0.027563,0.027563,0,0.027563,0
2013,296,1.5,3.623295247,1,-9999,1.0514,1,-9999,1.5317,1,-9999,1.6749,1,-9999,1.6749,1,-6.6495,1,-6.6495,0,-16.973,1,-16.973,0,0.054131,104.91,0.003859,1,0.0036312,1.0627,-15.321,1.1244,-3.839,1.6334,2.8276,1.6334,0.014,0.014,0,0.16203,0.16203,0,95.3,95.3,0,-7.587,-7.587,0,-9999,-9999,-9999,100.5,0.232,-9999,-9999,-4.104,0,0,0,-9999,-0.724,-1.32,-0.27,-0.227,-1.022,-0.2485,-9999,-9999,-9999,-9999,44,436.6,-9999,0.444,63.301,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-7.587,69.65,2.2945,1.1732,1.6749,1.6749,-0.50176,0,0,1,0.036183,0.036183,0,0.036183,0
2013,296,2,0.848118695,1,-9999,0.81105,1,-9999,1.2538,1,-9999,1.2759,1,-9999,1.2759,1,-0.8386,2,-0.8386,0,-0.40516,2,-0.40516,0,0.052721,99.325,0.0036697,1,0.0036095,1.0167,-0.43935,1.0188,-0.76298,1.0847,0.81044,1.0847,0,0,0,0.1693,0.1693,0,95.3,95.3,0,-7.022,-7.022,0,-9999,-9999,-9999,100.4,0.22,-9999,-9999,-5.838,0,0,0,-9999,-0.724,-1.226,-0.317,-0.343,-0.975,-0.33,-9999,-9999,-9999,-9999,44,434.8,-9999,0.402,69.704,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-7.022,69.65,2.2874,1.2006,1.2759,1.2759,-0.075262,0,0,1,0.027563,0.027563,0,0.027563,0
2013,296,2.5,1.491196719,2,-9999,0.73216,1,-9999,1.1718,1,-9999,1.1195,1,-9999,1.1195,1,-3.094,1,-3.094,0,-6.0953,1,-6.0953,0,0.06599,74.982,0.005734,1,0.0056021,1.0235,-5.988,1.0421,-2.4385,1.2124,1.5367,1.2124,0.149,0.149,0,0.17523,0.17523,0,95.3,95.3,0,-6.577,-6.577,0,-9999,-9999,-9999,100.4,0.055,-9999,-9999,0.41,0,0,0,-9999,-0.707,-1.179,-0.338,-0.408,-0.943,-0.373,-9999,-9999,-9999,-9999,44,438.7,-9999,0.4,56.198,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-6.577,69.65,2.2803,1.2213,1.1195,1.1195,0.10172,0,0,1,0.024184,0.024184,0,0.024184,0
2013,296,3,-0.738260722,1,-9999,0.6298,1,-9999,1.0639,1,-9999,0.92034,1,-9999,0.92033,1,-0.73346,2,-0.73346,0,-0.92786,2,-0.92786,0,0.051968,100.01,0.0035477,1,0.0034295,1.0344,-0.93355,1.033,-0.63129,1.1263,-0.60273,1.1263,0.026,0.026,0,0.18117,0.18117,0,95.3,95.3,0,-6.145,-6.145,0,-9999,-9999,-9999,100.3,0.118,-9999,-9999,-2.296,0,0,0,-9999,-0.691,-1.121,-0.348,-0.441,-0.906,-0.3945,-9999,-9999,-9999,-9999,44,443.9,-9999,0.283,141.39,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-6.145,69.65,2.2731,1.2409,0.92034,0.92034,0.32061,0,0,1,0.019882,0.019882,0,0.019882,0
2013,296,3.5,-1.870499622,2,-1.8705,-1.8705,0,-1.6244,-1.6244,0,0,0,0,-0.00001,-0.00001,0,14.179,1,14.179,0,39.078,1,39.078,0,0.13917,7.8179,0.025379,1,0.019732,1.2862,33.1,1.2025,10.325,1.2846,-3.3019,1.2846,0.076,0.076,0,0.18164,0.18164,0,95.5,95.5,0,-5.544,-5.544,0,-9999,-9999,-9999,100.3,0.06,-9999,-9999,-0.577,0,0,0,-9999,-0.673,-1.09,-0.358,-0.459,-0.8815,-0.4085,-9999,-9999,-9999,-9999,44,441.1,-9999,0.283,43.666,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,-5.544,69.65,2.266,1.2695,0,0,1.2695,0,0,0,0,0,0,0,0
2013,296,4,0.645341124,2,-9999,0.70534,1,-9999,1.1256,1,-9999,0.85258,1,-9999,0.85257,1,0.5569,1,0.5569,0,1.0064,1,1.0064,0,0.049455,98.881,0.0031964,1,0.0030153,1.0601,0.99165,1.0443,0.48957,1.0856,0.53703,1.0856,0,0,0,0.18111,0.18111,0,95.7,95.7,0,-4.987,-4.987,0,-9999,-9999,-9999,100.3,0.258,-9999,-9999,-7.804,0,0,0,-9999,-0.659,-1.05,-0.36,-0.467,-0.8545,-0.4135,-9999,-9999,-9999,-9999,44,434.5,-9999,0.402,84.781,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-4.987,69.65,2.2588,1.2955,0.85258,0.85258,0.44288,0,0,1,0.018418,0.018418,0,0.018418,0
2013,296,4.5,1.072531381,1,-9999,0.70534,1,-9999,1.1256,1,-9999,0.85258,1,-9999,0.85257,1,-0.17979,2,-0.17979,0,0.11135,2,0.11135,0,0.037831,99.063,0.0018655,1,0.0018147,1.028,0.099607,1.023,-0.17109,1.0621,1.0056,1.0621,0,0,0,0.18878,0.18878,0,95.6,95.6,0,-4.744,-4.744,0,-9999,-9999,-9999,100.2,0.385,-9999,-9999,-11.15,0,0,0,-9999,-0.652,-1.022,-0.366,-0.481,-0.837,-0.4235,-9999,-9999,-9999,-9999,44,432.1,-9999,0.542,26.345,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-4.744,69.65,2.2517,1.3043,0.85258,0.85258,0.45176,0,0,1,0.018418,0.018418,0,0.018418,0
2013,296,5,1.354723781,1,1.3547,1.3547,0,1.748,1.748,0,1.3547,1.3547,0,1.3547,1.3547,0,-2.704,1,-2.704,0,-5.6876,1,-5.6876,0,0.11018,99.552,0.01581,1,0.015352,1.0299,-5.6705,1.0274,-2.3151,1.1035,1.5371,1.1035,0,0,0,0.18892,0.18892,0,95.6,95.6,0,-4.734,-4.734,0,-9999,-9999,-9999,100.2,0.491,-9999,-9999,-16.31,0,0,0,-9999,-0.64,-0.991,-0.363,-0.479,-0.8155,-0.421,-9999,-9999,-9999,-9999,44,431,-9999,0.432,18.664,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,1.3547,-4.734,69.65,2.2446,1.3007,1.3547,1.3547,-0.053971,0,0,0,0.029266,0.029266,0,0.029266,0
2013,296,5.5,1.109046344,1,-9999,0.76775,2,-9999,1.1801,2,-9999,0.76775,2,-9999,0.76775,2,-2.1051,1,-2.1051,0,-3.311,1,-3.311,0,0.048711,-9999,0.0030879,1,0.0030097,1.026,-3.2464,1.0497,-1.6022,1.2575,1.0429,1.2575,-9999,0,1,-9999,0.18842,1,-9999,95.55,1,-4.884,-4.884,0,-9999,-9999,-9999,100.2,-9999,-9999,-9999,-11.2,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,44,429.7,-9999,0.624,289.35,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-4.884,69.65,2.2374,1.2886,0.76775,0.76775,0.52089,0,-9999,2,0.016586,0.016586,0,0.016586,-9999
2013,296,6,-0.343848646,1,-9999,0.70534,1,-9999,1.1256,1,-9999,0.85258,1,-9999,0.85257,1,-0.049021,2,-0.049021,0,0.66759,2,0.66759,0,0.060871,98.999,0.0048256,1,0.0045869,1.052,0.64012,1.039,-0.060259,1.0795,-0.35212,1.0795,0,0,0,0.18554,0.18554,0,95.7,95.7,0,-4.669,-4.669,0,-9999,-9999,-9999,100.1,0.483,-9999,-9999,-13.34,0,0,0,-9999,-0.623,-0.987,-0.361,-0.476,-0.805,-0.4185,-9999,-9999,-9999,-9999,44,426.7,-9999,0.307,56.773,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-4.669,69.65,2.2303,1.2959,0.85258,0.85258,0.44331,0,0,1,0.018418,0.018418,0,0.018418,0
2013,296,6.5,0.866724422,1,-9999,0.70534,1,-9999,1.1256,1,-9999,0.85258,1,-9999,0.85257,1,-2.643,1,-2.643,0,-4.3827,1,-4.3827,0,0.051014,99.53,0.0033843,1,0.0032863,1.0298,-4.2637,1.0561,-1.967,1.2824,0.88119,1.2824,0,0,0,0.19046,0.19046,0,95.3,95.3,0,-5.493,-5.493,0,-9999,-9999,-9999,100.1,0.444,-9999,-9999,-14.39,0,0,0,-9999,-0.616,-0.982,-0.355,-0.473,-0.799,-0.414,-9999,-9999,-9999,-9999,44,434.6,-9999,0.329,48.925,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-5.493,69.65,2.2231,1.2482,0.85258,0.85258,0.39567,0,0,1,0.018418,0.018418,0,0.018418,0
2013,296,7,-1.180940739,2,-9999,0.70534,1,-9999,1.1256,1,-9999,0.85258,1,-9999,0.85257,1,-1.017,1,-1.017,0,-2.0743,1,-2.0743,0,0.050145,99.227,0.0032806,1,0.0032058,1.0233,-2.046,1.0377,-0.81425,1.1841,-0.89169,1.1841,0,0,0,0.16349,0.16349,0,96,96,0,-5.381,-5.381,0,-9999,-9999,-9999,100.1,0.538,-9999,-9999,-16.3,0,0,0,-9999,-0.612,-0.987,-0.355,-0.473,-0.7995,-0.414,-9999,-9999,-9999,-9999,44,431.9,-9999,0.474,63.233,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-5.381,69.65,2.216,1.2501,0.85258,0.85258,0.39757,0,0,1,0.018418,0.018418,0,0.018418,0
2013,296,7.5,0.149500337,1,-9999,0.48983,2,-9999,1.0869,2,-9999,0.58629,2,-9999,0.58629,2,-0.63213,1,-0.63213,0,-1.2282,1,-1.2282,0,0.048464,-9999,0.0030606,1,0.0030127,1.0159,-1.2258,1.0274,-0.52475,1.1437,0.19527,1.1437,-9999,0,1,-9999,0.17697,1,-9999,95.65,1,-5.675,-5.675,0,-9999,-9999,-9999,100.1,-9999,-9999,-9999,-18.56,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,44,432.3,-9999,0.493,58.348,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-5.675,69.65,2.2089,1.2307,0.58629,0.58629,0.64436,0,-9999,2,0.012666,0.012666,0,0.012666,-9999
2013,296,8,-0.718148695,2,-9999,0.81459,2,-9999,1.5198,2,-9999,0.90033,2,-9999,0.90033,2,0.098503,2,0.098503,0,0.18061,2,0.18061,0,0.070042,-9999,0.0064008,1,0.0061399,1.0425,0.17992,1.0326,0.087564,1.0724,-0.67991,1.0724,-9999,7.1988,2,-9999,0.52964,2,-9999,90.118,2,-5.662,-5.662,0,-9999,-9999,-9999,100,-9999,-9999,-9999,-22.93,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,44,429.2,-9999,0.501,256.01,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-5.662,69.65,2.2017,1.2274,0.90033,0.90033,0.32703,0,-9999,2,0.01945,0.01945,0,0.01945,-9999
2013,296,8.5,0.472976182,2,-9999,0.8707,2,-9999,1.7006,2,-9999,0.95643,2,-9999,0.95643,2,-0.59176,1,-0.59176,0,-0.72242,2,-0.72242,0,0.045444,-9999,0.002694,1,0.0026397,1.0206,-0.73209,1.027,-0.50887,1.125,0.46073,1.125,-9999,31.189,2,-9999,0.59057,2,-9999,88.934,2,-6.261,-6.261,0,-9999,-9999,-9999,100,-9999,-9999,-9999,-13.76,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,44,434.5,0.163,0.316,358.38,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0042,-9999,-6.261,69.65,2.1946,1.192,0.95643,0.95643,0.23555,0,-9999,2,0.020662,0.020662,0,0.020662,-9999
2013,296,9,-1.686812089,1,-9999,0.88391,2,-9999,1.7802,2,-9999,0.96965,2,-9999,0.96965,2,-3.6475,1,-3.6475,0,-4.9076,1,-4.9076,0,0.050029,-9999,0.0032727,1,0.0031299,1.0456,-4.7286,1.0718,-2.6458,1.332,-1.0348,1.332,-9999,119.95,1,-9999,0.25269,1,-9999,94.7,1,-6.384,-6.384,0,-9999,-9999,-9999,100,-9999,-9999,-9999,3.603,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,44,438.1,0.114,0.23,249.09,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,66.906,-9999,-6.384,69.65,2.1874,1.1817,0.96965,0.96965,0.21202,0,-9999,2,0.020947,0.020947,0,0.020947,-9999
2013,296,9.5,-0.553290755,2,-9999,0.019589,1,-9999,1.021,1,-9999,0.41675,1,-9999,0.41675,1,-0.63621,1,-0.63621,0,-0.54609,1,-0.54609,0,0.047448,98.961,0.0029465,1,0.0028904,1.0194,-0.56487,1.0233,-0.56276,1.1052,-0.4672,1.1052,108.4,108.4,0,0.17054,0.17054,0,96.2,96.2,0,-4.15,-4.15,0,-9999,-9999,-9999,100,10.98,-9999,-9999,46.02,154.29,6.3475,0,-9999,-0.588,-1.087,-0.338,-0.455,-0.8375,-0.3965,-9999,-9999,-9999,-9999,44,428.8,0.103,0.341,265.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,127.59,-9999,-4.15,69.65,2.1803,1.2936,0.41675,0.41675,0.87683,0,0,1,0.009003,0.009003,0,0.009003,0
2013,296,10,1.098431961,2,-9999,-0.66165,1,-9999,0.30064,1,-9999,-0.066626,1,-9999,0.2652,1,-1.9486,2,-1.9486,0,-2.3854,2,-2.3854,0,0.079171,98.856,0.0081403,1,0.0079335,1.0261,-2.4207,1.0263,-1.7002,1.1063,1.1281,1.1063,131.5,131.5,0,0.33483,0.33483,0,93.2,93.2,0,-2.917,-2.917,0,-9999,-9999,-9999,99.9,13.32,-9999,-9999,34.31,207.84,7.6333,0,-9999,-0.602,-1.068,-0.35,-0.465,-0.835,-0.4075,-9999,-9999,-9999,-9999,44,424.8,0.104,0.374,186.73,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,182.03,-9999,-2.917,69.65,2.1732,1.3522,0,0,1.4188,0,0,1,-0.0014393,0,0,0,0
2013,296,10.5,2.697031156,2,-9999,-0.28127,1,-9999,0.66517,1,-9999,0.11589,1,-9999,0.44772,1,4.4296,0,4.4296,0,7.7164,1,7.7164,0,0.023931,99.328,0.00074037,2,0.00071555,1.0347,7.7389,1.0274,3.9428,1.0668,2.0974,1.0668,142,142,0,0.48313,0.48313,0,90.8,90.8,0,-2.053,-2.053,0,-9999,-9999,-9999,99.9,13.43,-9999,-9999,35.12,223.45,8.1597,0,-9999,-0.619,-1.036,-0.362,-0.479,-0.8275,-0.4205,-9999,-9999,-9999,-9999,44,423.9,0.095,0.371,240.99,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,229.28,-9999,-2.053,69.65,2.166,1.3912,0.11589,0.11589,1.2753,0,0,1,0.0025036,0.0025036,0,0.0025036,0
2013,296,11,-1.320821094,0,-1.3208,-1.3208,0,-0.4504,-0.4504,0,0,0,0,-0.00001,-0.00001,0,8.0501,0,8.0501,0,12.337,0,12.337,0,0.13619,99.373,0.023882,1,0.023372,1.0218,12.527,1.019,7.2445,1.0583,-1.9439,1.0583,149.2,149.2,0,0.46038,0.46038,0,91.2,91.2,0,-2.104,-2.104,0,-9999,-9999,-9999,99.9,14.69,-9999,-9999,52.93,252.93,9.641,0,-9999,-0.619,-1.027,-0.362,-0.475,-0.823,-0.4185,-9999,-9999,-9999,-9999,44,424.8,0.1,0.759,183.19,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,268.53,-9999,-2.104,69.65,2.1589,1.3841,0,0,1.3841,0,0,0,0,0,0,0,0
2013,296,11.5,-0.449513374,0,-0.44951,-0.44951,0,0.45592,0.45592,0,0.45592,0.45592,0,0.45592,0.45592,0,8.3082,0,8.3082,0,16.056,0,16.056,0,0.11814,-9999,0.017957,1,0.017633,1.0184,16.225,1.0168,7.3998,1.0566,-1.3169,1.0566,-9999,166.8,1,-9999,0.56558,1,-9999,89.633,1,-1.696,-1.696,0,-9999,-9999,-9999,99.8,-9999,-9999,-9999,82.7,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,44,424.3,0.097,0.83,186.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,299.13,-9999,-1.696,69.65,2.1517,1.3998,0.45592,0.45592,0.94388,0,-9999,0,0.0098492,0.0098492,0,0.0098492,-9999
2013,296,12,-1.039272619,0,-1.0393,-1.0393,0,-0.13012,-0.13012,0,-1.0393,-1.0393,0,-0.00001,-0.00001,0,16.507,0,16.507,0,39.243,0,39.243,0,0.14466,99.674,0.026868,0,0.026404,1.0176,39.481,1.0163,14.495,1.0563,-3.1242,1.0563,209.2,209.2,0,0.75323,0.75323,0,86.9,86.9,0,-0.825,-0.825,0,-9999,-9999,-9999,99.8,18.06,-9999,-9999,81.8,313.86,12.134,0,-9999,-0.616,-0.982,-0.358,-0.469,-0.799,-0.4135,-9999,-9999,-9999,-9999,44,424.9,0.087,0.904,208.19,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,320.53,-9999,-0.825,69.65,2.1446,1.438,0,0,2.4773,0,0,0,-0.022452,0,0,0,0
2013,296,12.5,-0.907711635,0,-0.90771,-0.90771,0,0.0086692,0.0086692,0,0.0086692,0.0086692,0,0.0086692,0.0086692,0,13.331,0,13.331,0,48.979,0,48.979,0,0.15692,-9999,0.031516,1,0.031008,1.0164,48.932,1.0156,11.224,1.0559,-3.4607,1.0559,-9999,153.9,1,-9999,0.72397,1,-9999,87.35,1,-1.222,-1.222,0,-9999,-9999,-9999,99.8,-9999,-9999,-9999,33.81,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,44,425.3,0.09,1.044,203.8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,332.38,-9999,-1.222,69.65,2.1375,1.4138,0.0086692,0.0086692,1.4051,0,-9999,0,0.00018728,0.00018728,0,0.00018728,-9999
2013,296,13,-0.898081748,0,-0.89808,-0.89808,0,0.065734,0.065734,0,-0.89808,-0.89808,0,-0.00001,-0.00001,0,10.878,0,10.878,0,43.949,0,43.949,0,0.23533,-9999,0.070884,0,0.069958,1.0132,43.932,1.0137,9.0648,1.0556,-3.1836,1.0556,-9999,131.33,1,-9999,0.65647,1,-9999,88.433,1,-0.861,-0.861,0,-9999,-9999,-9999,99.7,-9999,-9999,-9999,26.6,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,44,422.3,0.096,1.194,201.24,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,334.47,-9999,-0.861,69.65,2.1303,1.4267,0,0,2.3248,0,-9999,0,-0.019401,0,0,0,-9999
2013,296,13.5,-1.990970292,1,-1.991,-1.991,0,-1.082,-1.082,0,-1.991,-1.991,0,-0.00001,-0.00001,0,6.8862,1,6.8862,0,28.229,1,28.229,0,0.19516,100.12,0.048671,1,0.047876,1.0166,28.157,1.0157,5.7193,1.056,-3.3724,1.056,98.6,98.6,0,0.69471,0.69471,0,87.8,87.8,0,-0.957,-0.957,0,-9999,-9999,-9999,99.7,9.94,-9999,-9999,30.76,179.26,7.1951,0,-9999,-0.598,-0.884,-0.355,-0.462,-0.741,-0.4085,-9999,-9999,-9999,-9999,44,416.8,0.101,0.903,203.99,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,326.78,-9999,-0.957,69.65,2.1232,1.4173,0,0,3.4083,0,0,0,-0.043011,0,0,0,0
2013,296,14,-1.187248466,1,-1.1872,-1.1872,0,-0.28045,-0.28045,0,0,0,0,-0.00001,-0.00001,0,7.9026,1,7.9026,0,29.91,1,29.91,0,0.2353,100.05,0.070707,1,0.069605,1.0158,29.88,1.0152,6.6233,1.0557,-2.6862,1.0557,86.2,86.2,0,0.52146,0.52146,0,90.6,90.6,0,-1.312,-1.312,0,-9999,-9999,-9999,99.7,9.33,-9999,-9999,35.32,160.34,6.5834,0,-9999,-0.592,-0.864,-0.352,-0.457,-0.728,-0.4045,-9999,-9999,-9999,-9999,44,412.8,0.108,1.036,194.96,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,309.41,-9999,-1.312,69.65,2.1161,1.3953,0,0,1.3953,0,0,0,0,0,0,0,0
2013,296,14.5,-0.310047143,1,-0.31005,-0.31005,0,0.66178,0.66178,0,0.66178,0.66178,0,0.66178,0.66178,0,5.9833,1,5.9833,0,33.749,1,33.749,0,0.29821,100.57,0.11369,1,0.11243,1.0112,33.647,1.0126,4.6946,1.0566,-2.0111,1.0566,69.82,69.82,0,0.56894,0.56894,0,89.9,89.9,0,-1.104,-1.104,0,-9999,-9999,-9999,99.7,7.719,-9999,-9999,24.97,129.62,5.3576,0,-9999,-0.593,-0.848,-0.351,-0.458,-0.7205,-0.4045,-9999,-9999,-9999,-9999,44,412,0.111,1.691,214.13,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,282.69,-9999,-1.104,69.65,2.1089,1.4006,0.66178,0.66178,0.73886,0,0,0,0.014296,0.014296,0,0.014296,0
2013,296,15,-0.609417719,0,-0.60942,-0.60942,0,0.39538,0.39538,0,0.39538,0.39538,0,0.39538,0.39538,0,4.9546,0,4.9546,0,21.22,0,21.22,0,0.28894,-9999,0.10663,0,0.1056,1.0097,21.233,1.0119,4.0646,1.0589,-1.6604,1.0589,-9999,58.3,1,-9999,0.55364,1,-9999,90.1,1,-1.09,-1.09,0,-9999,-9999,-9999,99.7,-9999,-9999,-9999,13.39,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,44,411,0.115,1.748,223.87,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,247.06,-9999,-1.09,69.65,2.1018,1.3966,0.39538,0.39538,1.0012,0,-9999,0,0.0085414,0.0085414,0,0.0085414,-9999
