Year,DoY,Hour,FC_cw,qc_FC_cw,FC_cwu_f,FC_cwu_gf,qc_FC_cwu_gf,FC_cwbu_f,FC_cwbu_gf,qc_FC_cwbu_gf,FC_cwbNEGu_f,FC_cwbNEGu_gf,qc_FC_cwbNEGu_gf,FC_cwbEXPu_f,FC_cwbEXPu_gf,qc_FC_cwbEXPu_gf,LE_cw_f,qc_LE_cw_f,LE_cw_gf,qc_LE_cw_gf,H_c_f,qc_H_c_f,H_c_gf,qc_H_c_gf,UST,EBC,TAU_c,qc_TAU_c,TAU,TAU_FreqR,H,H_FreqR,LE,LE_FreqR,FC,FC_FreqR,Rg_f,Rg_gf,qc_Rg_gf,VPD_f,VPD_gf,qc_VPD_gf,RH_f,RH_gf,qc_RH_gf,Ta_f,Ta_gf,qc_Ta_gf,Tsoil_f,Tsoil_gf,qc_Tsoil_gf,PA_1,Rg_out_f,Rlong_f,Rlong_out_f,RNET_f,PAR_f,PAR_out_f,PRECIP,SnowD_f,G1_f,G2_f,G3_f,G4_f,G1_str,G2_str,SWC_1_f,SWC_2_f,Tsoil_2,AGC,CO2,ALBEDO_f,WS_1,WD,cs616_1,cs616_2,ch4_flux_raw,qc_ch4_flux,ch4_flux_f,ch4_flux_gf_MDS,ch4_flux_gf_fqc,RSSI_mean,ch4_mole_fraction,PotRad,FP_NEEnight,FP_Temp,E_0,R_ref,Reco,Reco_f,Reco_DT_f,GPP,GPP_f,GPP_DT_f,GPP_fqc,gC_NEE,gC_ER,gC_GPP,gC ER_DT,gC GPP_DT
--,--,--,umolm-2s-1,-,umolm-2s-1,umolm-2s-1,-,umolm-2s-1,umolm-2s-1,-,umolm-2s-1,umolm-2s-1,-,umolm-2s-1,umolm-2s-1,-,Wm-2,-,Wm-2,-,Wm-2,-,Wm-2,-,ms-1,%,kg m-1 s-2,-,kg m-1 s-2,-,Wm-2,-,Wm-2,-,umolm-2s-1,-,Wm-2,Wm-2,-,hPa,hPa,-,%,%,-,degC,degC,-,degC,degC,-,KPA,Wm-2,Wm-2,Wm-2,Wm-2,umolm-2s-1,umolm-2s-1,mm,m,Wm-2,Wm-2,Wm-2,Wm-2,Wm-2,Wm-2,m3 m-3,m3 m-3,degC,unitless,umol mol-1,fraction,m sec-1,degrees,usec,usec,umolm-2s-1,#,umolm-2s-1,umolm-2s-1,-,%,umol/mol,W_m-2,umolm-2s-1,degC,degK,umolm-2s-1,umolm-2s-1,umolm-2s-1,umolm-2s-1,umolm-2s-1,umolm-2s-1,umolm-2s-1,-,gC_m-2_30min-1,gC_m-2_30min-1,gC_m-2_30min-1,gC_m-2_30min-1,gC_m-2_30min-1
2013,270,0,-9999,-9999,-9999,0.56235,3,-9999,-9999,-9999,-9999,0.56235,3,-9999,0.56235,3,-9999,-9999,-2.6671,2,-9999,-9999,-1.7136,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,1,-9999,1.9795,1,-9999,79.178,1,-9999,6.2303,1,-9999,3.5825,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,-9999,88.89,2.5485,1.9957,0.56235,0.56235,1.4334,0,-9999,3,0.012148,0.012148,0,0.012148,-9999
2013,270,0.5,-9999,-9999,-9999,1.1176,1,-9999,-9999,-9999,-9999,1.1176,1,-9999,1.1176,1,-9999,-9999,1.3347,1,-9999,-9999,-10.283,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1.962,1.962,0,79.668,79.668,0,6.443,6.443,0,3.5706,3.5706,0,97.651,0.82544,277.27,334.49,-61.621,0,-9999,0,-9999,1.4611,1.5017,0.51286,1.3356,0.1288,0.92421,0.91193,-9999,3.6455,0.97595,717.17,-9999,2.7851,50.005,42.154,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,6.443,88.89,2.5485,2.0095,1.1176,1.1176,0.89199,0,0,1,0.024143,0.024143,0,0.024143,0
2013,270,1,-9999,-9999,-9999,1.1176,1,-9999,-9999,-9999,-9999,1.1176,1,-9999,1.1176,1,-9999,-9999,1.3347,1,-9999,-9999,-10.283,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,1.997,1.997,0,78.687,78.687,0,6.0176,6.0176,0,3.5945,3.5945,0,97.608,1.3092,278.64,331.49,-57.086,0,-9999,0,-9999,1.2196,1.1533,0.27866,0.96737,-0.39572,0.62302,0.9119,-9999,3.6668,0.97585,722.73,-9999,2.0914,43.402,42.153,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,6.0176,88.89,2.5485,1.9819,1.1176,1.1176,0.86435,0,0,1,0.024143,0.024143,0,0.024143,0
2013,270,1.5,-9999,-9999,-9999,1.1176,1,-9999,-9999,-9999,-9999,1.1176,1,-9999,1.1176,1,-9999,-9999,1.4833,1,-9999,-9999,-10.064,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,2.3959,2.3959,0,73.931,73.931,0,5.7394,5.7394,0,3.5804,3.5804,0,97.551,1.2661,298.08,330.97,-35.697,0,-9999,0,-9999,1.08,0.90457,0.058594,0.69757,-0.52844,0.37808,0.91191,-9999,3.6567,0.9758,727.41,-9999,1.8114,37.967,42.153,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,5.7394,88.89,2.5485,1.9638,1.1176,1.1176,0.84623,0,0,1,0.024143,0.024143,0,0.024143,0
2013,270,2,-9999,-9999,-9999,1.1611,1,-9999,-9999,-9999,-9999,1.1611,1,-9999,1.1611,1,-9999,-9999,1.0952,1,-9999,-9999,-11.235,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,2.7371,2.7371,0,72.055,72.055,0,6.6589,6.6589,0,3.5347,3.5347,0,97.506,1.2321,296.4,335.09,-41.707,0,-9999,0,-9999,0.92798,0.62954,-0.25141,0.42977,-0.66703,0.08918,0.91189,-9999,3.6345,0.97589,717.39,-9999,2.4263,42.672,42.153,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,6.6589,88.89,2.5485,2.0235,1.1611,1.1611,0.86242,0,0,1,0.025083,0.025083,0,0.025083,0
2013,270,2.5,-9999,-9999,-9999,1.1611,1,-9999,-9999,-9999,-9999,1.1611,1,-9999,1.1611,1,-9999,-9999,1.0952,1,-9999,-9999,-11.235,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,2.9594,2.9594,0,69.904,69.904,0,6.716,6.716,0,3.5201,3.5201,0,97.462,1.0287,292.29,335.31,-46.42,0,-9999,0,-9999,0.75717,0.33682,-0.50463,0.11776,-0.6739,-0.19344,0.91193,-9999,3.6295,0.97599,714.51,-9999,2.5658,53.922,42.154,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,6.716,88.89,2.5485,2.0272,1.1611,1.1611,0.86612,0,0,1,0.025083,0.025083,0,0.025083,0
2013,270,3,-9999,-9999,-9999,1.1611,1,-9999,-9999,-9999,-9999,1.1611,1,-9999,1.1611,1,-9999,-9999,1.0952,1,-9999,-9999,-11.235,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,2.7433,2.7433,0,71.946,71.946,0,6.635,6.635,0,3.514,3.514,0,97.416,0.76797,297.06,335.71,-41.705,0,-9999,0,-9999,0.58843,0.07225,-0.64665,-0.12657,-2.3933,-0.38661,0.91192,-9999,3.6283,0.97601,713.94,-9999,2.5842,54.019,42.153,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,6.635,88.89,2.5485,2.022,1.1611,1.1611,0.86087,0,0,1,0.025083,0.025083,0,0.025083,0
2013,270,3.5,-9999,-9999,-9999,1.1176,1,-9999,-9999,-9999,-9999,1.1176,1,-9999,1.1176,1,-9999,-9999,1.3347,1,-9999,-9999,-10.283,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,2.6514,2.6514,0,72.163,72.163,0,6.2545,6.2545,0,3.5168,3.5168,0,97.415,0.90021,289.95,331.73,-45.388,0,-9999,0,-9999,0.47073,-0.11208,-0.70455,-0.30107,-2.9242,-0.50281,0.91193,-9999,3.6313,0.97609,715.26,-9999,1.4479,68.734,42.154,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,6.2545,88.89,2.5485,1.9973,1.1176,1.1176,0.87975,0,0,1,0.024143,0.024143,0,0.024143,0
2013,270,4,-9999,-9999,-9999,1.1176,1,-9999,-9999,-9999,-9999,1.1176,1,-9999,1.1176,1,-9999,-9999,1.3347,1,-9999,-9999,-10.283,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,2.5453,2.5453,0,72.754,72.754,0,5.9747,5.9747,0,3.5252,3.5252,0,97.389,1.3404,285.65,330.1,-48.293,0,-9999,0,-9999,0.34136,-0.23897,-0.7586,-0.43724,-1.8561,-0.59792,0.91191,-9999,3.6401,0.976,716.24,-9999,1.5737,65.794,42.153,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,5.9747,88.89,2.5485,1.9791,1.1176,1.1176,0.86156,0,0,1,0.024143,0.024143,0,0.024143,0
2013,270,4.5,-9999,-9999,-9999,1.1176,1,-9999,-9999,-9999,-9999,1.1176,1,-9999,1.1176,1,-9999,-9999,1.3347,1,-9999,-9999,-10.283,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,3.0354,3.0354,0,68.523,68.523,0,6.4333,6.4333,0,3.4931,3.4931,0,97.368,1.4424,299,333.75,-37.461,0,-9999,0,-9999,0.22827,-0.36541,-0.91944,-0.59272,-1.7055,-0.75608,0.91191,-9999,3.6201,0.97593,714.51,-9999,2.5271,47.621,42.154,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,6.4333,88.89,2.5485,2.0089,1.1176,1.1176,0.89136,0,0,1,0.024143,0.024143,0,0.024143,0
2013,270,5,-9999,-9999,-9999,1.1611,1,-9999,-9999,-9999,-9999,1.1611,1,-9999,1.1611,1,-9999,-9999,1.0952,1,-9999,-9999,-11.235,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,3.0674,3.0674,0,68.356,68.356,0,6.5085,6.5085,0,3.4648,3.4648,0,97.34,0.76537,291.46,334.74,-46.453,0,-9999,0,-9999,0.091746,-0.55302,-1.173,-0.82177,-1.7683,-0.99741,0.91191,-9999,3.6057,0.97606,714.72,-9999,3.0001,46.226,42.153,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,6.5085,88.89,2.5485,2.0138,1.1611,1.1611,0.85267,0,0,1,0.025083,0.025083,0,0.025083,0
2013,270,5.5,-9999,-9999,-9999,1.1611,1,-9999,-9999,-9999,-9999,1.1611,1,-9999,1.1611,1,-9999,-9999,1.0952,1,-9999,-9999,-11.235,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,3.1868,3.1868,0,67.175,67.175,0,6.5309,6.5309,0,3.4636,3.4636,0,97.32,0.92924,291.94,334.61,-45.882,3.70E-05,-9999,0,-9999,-0.049743,-0.75007,-1.3288,-1.0328,-2.6108,-1.1808,0.91192,-9999,3.6062,0.97606,713.41,-9999,2.924,46.79,42.153,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,6.5309,88.89,2.5485,2.0152,1.1611,1.1611,0.85412,0,0,1,0.025083,0.025083,0,0.025083,0
2013,270,6,-9999,-9999,-9999,1.1176,1,-9999,-9999,-9999,-9999,1.1176,1,-9999,1.1176,1,-9999,-9999,1.3347,1,-9999,-9999,-10.283,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,3.0316,3.0316,0,68.438,68.438,0,6.376,6.376,0,3.4591,3.4591,0,97.298,0.7773,290.01,333.7,-46.96,0.26307,-9999,0,-9999,-0.18655,-0.89692,-1.3951,-1.1802,-3.6106,-1.2877,0.91192,-9999,3.6038,0.97612,714.06,-9999,2.4683,53.551,42.154,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,6.376,88.89,2.5485,2.0052,1.1176,1.1176,0.88764,0,0,1,0.024143,0.024143,0,0.024143,0
2013,270,6.5,-9999,-9999,-9999,1.1176,1,-9999,-9999,-9999,-9999,1.1176,1,-9999,1.1176,1,-9999,-9999,1.3347,1,-9999,-9999,-10.283,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.5389,1.5389,0,3.2573,3.2573,0,65.733,65.733,0,6.2255,6.2255,0,3.4567,3.4567,0,97.287,1.793,291.84,332.24,-40.654,5.7135,-9999,0,-9999,-0.29018,-0.98881,-1.405,-1.2844,-2.8685,-1.3447,0.91184,-9999,3.6014,0.9761,714.61,-9999,1.9576,55.163,42.152,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,6.2255,88.89,2.5485,1.9954,1.1176,1.1176,0.87786,0,0,1,0.024143,0.024143,0,0.024143,0
2013,270,7,-9999,-9999,-9999,1.001,1,-9999,-9999,-9999,-9999,1.001,1,-9999,1.001,1,-9999,-9999,2.4694,1,-9999,-9999,-9.0961,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,12.655,12.655,0,3.4061,3.4061,0,65.746,65.746,0,6.878,6.878,0,3.4344,3.4344,0,97.278,3.5301,307.67,336.8,-20.006,22.842,-9999,0,-9999,-0.37958,-1.0687,-1.4521,-1.3846,-2.4872,-1.4184,0.91189,-9999,3.5904,0.976,711.85,0.29989,2.4314,48.297,42.153,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,6.878,88.89,2.5485,2.0377,1.001,1.001,1.0368,0,0,1,0.021625,0.021625,0,0.021625,0
2013,270,7.5,-9999,-9999,-9999,0.63856,1,-9999,-9999,-9999,-9999,0.63856,1,-9999,0.63856,1,-9999,-9999,5.4487,1,-9999,-9999,-3.6332,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25.947,25.947,0,3.5144,3.5144,0,64.928,64.928,0,6.99,6.99,0,3.4108,3.4108,0,97.274,5.0891,309.47,339.01,-8.6806,51.033,-9999,0,-9999,-0.46378,-1.1521,-1.4929,-1.497,-2.7283,-1.4949,0.9119,-9999,3.5739,0.97604,710.07,0.19771,2.4483,57.007,42.153,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,55.087,-9999,6.99,88.89,2.5485,2.045,0.63856,0.63856,1.4064,0,0,1,0.013795,0.013795,0,0.013795,0
2013,270,8,-9999,-9999,-9999,0.48131,1,-9999,-9999,-9999,-9999,0.48131,1,-9999,0.48131,1,-9999,-9999,8.878,1,-9999,-9999,0.26934,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,42.947,42.947,0,3.5964,3.5964,0,64.444,64.444,0,7.1261,7.1261,0,3.41,3.41,0,97.277,7.6921,308.79,340.86,3.1887,86.24,-9999,0,-9999,-0.52948,-1.1931,-1.3664,-1.5202,-2.3545,-1.4433,0.91186,-9999,3.5733,0.97607,709.58,0.17891,2.3141,60.033,42.152,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,128.69,-9999,7.1261,88.89,2.5485,2.0538,0.48131,0.48131,1.5725,0,0,1,0.010398,0.010398,0,0.010398,0
2013,270,8.5,-9999,-9999,-9999,0.38107,1,-9999,-9999,-9999,-9999,0.38107,1,-9999,0.38107,1,-9999,-9999,12.55,1,-9999,-9999,3.4992,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,70.386,70.386,0,3.969,3.969,0,61.877,61.877,0,7.5469,7.5469,0,3.3991,3.3991,0,97.274,12.559,312.34,344.34,25.822,138.47,-9999,0,-9999,-0.56968,-1.0997,-1.0888,-1.3902,-0.84221,-1.2395,0.91195,-9999,3.5659,0.97601,708.2,0.17876,2.2429,62.182,42.155,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,199.67,-9999,7.5469,88.89,2.5485,2.0809,0.38107,0.38107,1.6999,0,0,1,0.0082322,0.0082322,0,0.0082322,0
2013,270,9,-9999,-9999,-9999,-0.070019,1,-9999,-9999,-9999,-9999,-0.070019,1,-9999,-0.070019,1,-9999,-9999,23.002,1,-9999,-9999,26.786,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,145.88,145.88,0,4.7081,4.7081,0,57.218,57.218,0,8.3601,8.3601,0,3.3921,3.3921,0,97.281,27.561,301.84,350.37,69.788,280.59,-9999,0,-9999,-0.53048,-0.86217,-0.67984,-1.1094,0.9815,-0.89461,0.91196,-9999,3.5633,0.9759,705.66,0.18709,2.3248,73.118,42.154,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,266.84,-9999,8.3601,88.89,2.5485,2.1332,0,0,2.2033,0,0,1,-0.0015126,0,0,0,0
2013,270,9.5,-9999,-9999,-9999,-0.35182,1,-9999,-9999,-9999,-9999,-0.35182,1,-9999,-0.35182,1,-9999,-9999,26.457,1,-9999,-9999,47.622,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,185.98,185.98,0,5.1169,5.1169,0,55.467,55.467,0,8.9964,8.9964,0,3.4035,3.4035,0,97.281,37.025,288.29,354.21,83.041,360.85,-9999,0,-9999,-0.42107,-0.45562,-0.070912,-0.65314,3.7863,-0.36203,0.91195,-9999,3.5796,0.97594,703.98,0.19854,2.6761,77.129,42.154,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,329.03,-9999,8.9964,88.89,2.5485,2.1739,0,0,2.5258,0,0,1,-0.0076003,0,0,0,0
2013,270,10,-9999,-9999,-9999,-0.3412,1,-9999,-9999,-9999,-9999,-0.3412,1,-9999,-0.3412,1,-9999,-9999,26.115,1,-9999,-9999,45.254,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,193.43,193.43,0,5.5341,5.5341,0,53.319,53.319,0,9.4595,9.4595,0,3.4564,3.4564,0,97.296,41.992,276.31,355.64,72.114,382.37,-9999,0,-9999,-0.19975,0.17335,0.74008,0.050764,4.6381,0.39542,0.91197,-9999,3.6176,0.97592,702.62,0.21501,2.2105,75.401,42.154,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,385.18,-9999,9.4595,88.89,2.5485,2.2035,0,0,2.5447,0,0,1,-0.0073709,0,0,0,0
2013,270,10.5,-9999,-9999,-9999,-0.41829,1,-9999,-9999,-9999,-9999,-0.41829,1,-9999,-0.41829,1,-9999,-9999,27.401,1,-9999,-9999,52.005,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,215.31,215.31,0,6.0371,6.0371,0,51.476,51.476,0,10.178,10.178,0,3.4969,3.4969,0,97.303,46.329,273.51,359,83.496,426.77,-9999,0,-9999,0.14933,0.95285,1.5778,0.87966,3.1215,1.2287,0.91195,-9999,3.6481,0.97581,699.92,0.21428,2.6655,67.757,42.155,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,434.33,-9999,10.178,88.89,2.5485,2.2491,0,0,2.6674,0,0,1,-0.0090363,0,0,0,0
2013,270,11,-9999,-9999,-9999,-0.060272,1,-9999,-9999,-9999,-9999,-0.060272,1,-9999,-0.060272,1,-9999,-9999,25.019,1,-9999,-9999,27.838,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,101.6,101.6,0,5.6824,5.6824,0,53.834,53.834,0,10.018,10.018,0,3.5682,3.5682,0,97.299,19.128,272.74,353.08,2.1244,223.65,-9999,0,-9999,0.53748,1.7765,2.36,1.6761,3.9159,2.0181,0.91196,-9999,3.6903,0.97625,698.87,0.18738,2.0576,63.949,42.154,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,475.65,-9999,10.018,88.89,2.5485,2.2389,0,0,2.2992,0,0,1,-0.0013021,0,0,0,0
2013,270,11.5,-9999,-9999,-9999,-0.66785,1,-9999,-9999,-9999,-9999,-0.66785,1,-9999,-0.66785,1,-9999,-9999,28.531,1,-9999,-9999,52.397,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,266.28,266.28,0,6.735,6.735,0,47.429,47.429,0,10.616,10.616,0,3.5833,3.5833,0,97.288,57.963,275.44,361.96,121.8,518.97,-9999,0,-9999,0.93087,2.5254,2.8982,2.3615,4.1796,2.6299,0.91192,-9999,3.6858,0.97562,696.55,0.21265,2.0614,69.566,42.154,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,508.41,-9999,10.616,88.89,2.5485,2.2767,0,0,2.9446,0,0,1,-0.014428,0,0,0,0
2013,270,12,-9999,-9999,-9999,-0.75447,2,-9999,-9999,-9999,-9999,-0.75447,2,-9999,-0.75447,2,-9999,-9999,23.073,2,-9999,-9999,51.159,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,444.46,444.46,0,7.8834,7.8834,0,45.034,45.034,0,12.319,12.319,0,3.4948,3.4948,0,97.274,92.659,285.74,379.02,258.53,854.08,-9999,0,-9999,1.3019,3.071,3.3322,2.8611,3.2173,3.0967,0.91192,-9999,3.6207,0.97576,692.34,0.20851,2.8516,78.935,42.153,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,532.07,-9999,12.319,88.89,2.5485,2.3835,0,0,3.138,0,0,2,-0.016299,0,0,0,0
2013,270,12.5,-9999,-9999,-9999,-0.7973,2,-9999,-9999,-9999,-9999,-0.7973,2,-9999,-0.7973,2,-9999,-9999,23.756,2,-9999,-9999,55.918,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,355.37,1,-9999,7.3092,1,-9999,46.231,1,-9999,11.468,1,-9999,3.5391,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,546.22,-9999,-9999,88.89,2.5485,2.3303,0,0,3.1276,0,-9999,2,-0.017224,0,0,0,-9999
2013,270,13,-9999,-9999,-9999,-0.78689,2,-9999,-9999,-9999,-9999,-0.78689,2,-9999,-0.78689,2,-9999,-9999,24.039,2,-9999,-9999,57.247,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,279.47,2,-9999,3.7905,2,-9999,66.089,2,-9999,7.8027,2,-9999,3.49,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,550.62,-9999,-9999,88.89,2.5485,2.0974,0,0,2.8843,0,-9999,2,-0.016999,0,0,0,-9999
2013,270,13.5,-9999,-9999,-9999,-0.8386,2,-9999,-9999,-9999,-9999,-0.8386,2,-9999,-0.8386,2,-9999,-9999,25.158,2,-9999,-9999,58.373,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,222.36,2,-9999,3.17,2,-9999,68.939,2,-9999,7.2391,2,-9999,3.5346,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,545.18,-9999,-9999,88.89,2.5485,2.0611,0,0,2.8997,0,-9999,2,-0.018116,0,0,0,-9999
2013,270,14,-9999,-9999,-9999,-0.68227,2,-9999,-9999,-9999,-9999,-0.68227,2,-9999,-0.68227,2,-9999,-9999,25.179,2,-9999,-9999,51.806,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,197.65,2,-9999,3.2495,2,-9999,68.544,2,-9999,7.4337,2,-9999,3.5895,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,530.01,-9999,-9999,88.89,2.5485,2.0736,0,0,2.7559,0,-9999,2,-0.014739,0,0,0,-9999
2013,270,14.5,-9999,-9999,-9999,-0.48068,2,-9999,-9999,-9999,-9999,-0.48068,2,-9999,-0.48068,2,-9999,-9999,24.203,2,-9999,-9999,44.293,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,158.09,2,-9999,3.2206,2,-9999,68.948,2,-9999,7.4909,2,-9999,3.6513,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,505.36,-9999,-9999,88.89,2.5485,2.0773,0,0,2.558,0,-9999,2,-0.010384,0,0,0,-9999
2013,270,15,-9999,-9999,-9999,-0.22813,2,-9999,-9999,-9999,-9999,-0.22813,2,-9999,-0.22813,2,-9999,-9999,22.123,2,-9999,-9999,32.506,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,136.23,2,-9999,4.3132,2,-9999,64.607,2,-9999,8.6443,2,-9999,3.7978,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,471.66,-9999,-9999,88.89,2.5485,2.1514,0,0,2.3796,0,-9999,2,-0.0049283,0,0,0,-9999
2013,270,15.5,-9999,-9999,-9999,0.02451,2,-9999,-9999,-9999,-9999,0.02451,2,-9999,0.02451,2,-9999,-9999,19.687,2,-9999,-9999,21.116,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,177.2,1,-9999,10.008,1,-9999,39.66,1,-9999,14.545,1,-9999,4.1638,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,429.47,-9999,-9999,88.89,2.5485,2.5208,0.02451,0.02451,2.4963,0,-9999,2,0.00052949,0.00052949,0,0.00052949,-9999
