Year,DoY,Hour,FC_cw,qc_FC_cw,FC_cwu_f,FC_cwu_gf,qc_FC_cwu_gf,FC_cwbNEGu_f,FC_cwbNEGu_gf,qc_FC_cwbNEGu_gf,LE_cw_f,qc_LE_cw_f,LE_cw_gf,qc_LE_cw_gf,H_c_f,qc_H_c_f,H_c_gf,qc_H_c_gf,UST,EBC,TAU_c,qc_TAU_c,TAU,TAU_FreqR,H,H_FreqR,LE,LE_FreqR,FC,FC_FreqR,Rg_f,Rg_gf,qc_Rg_gf,VPD_f,VPD_gf,qc_VPD_gf,RH_f,RH_gf,qc_RH_gf,Ta_f,Ta_gf,qc_Ta_gf,Tsoil_f,Tsoil_gf,qc_Tsoil_gf,PA_1,Rg_out_f,Rlong_f,Rlong_out_f,RNET_f,PAR_out_f,PRECIP,SnowD_f,G1_f,G2_f,G3_f,G4_f,G1_str,G2_str,SWC_1_f,SWC_2_f,Tsoil_2,AGC,CO2,ALBEDO_f,WS_1,WD,PotRad,FP_NEEnight,FP_Temp,E_0,R_ref,Reco,Reco_f,Reco_DT_f,GPP,GPP_f,GPP_DT_f,GPP_fqc,gC_NEE,gC_ER,gC_GPP,gC ER_DT,gC GPP_DT
--,--,--,umolm-2s-1,-,umolm-2s-1,umolm-2s-1,-,umolm-2s-1,umolm-2s-1,-,Wm-2,-,Wm-2,-,Wm-2,-,Wm-2,-,ms-1,%,kg m-1 s-2,-,kg m-1 s-2,-,Wm-2,-,Wm-2,-,umolm-2s-1,-,Wm-2,Wm-2,-,hPa,hPa,-,%,%,-,degC,degC,-,degC,degC,-,KPA,Wm-2,Wm-2,Wm-2,Wm-2,umolm-2s-1,mm,m,Wm-2,Wm-2,Wm-2,Wm-2,Wm-2,Wm-2,m3 m-3,m3 m-3,degC,unitless,umol mol-1,fraction,m sec-1,degrees,W_m-2,umolm-2s-1,degC,degK,umolm-2s-1,umolm-2s-1,umolm-2s-1,umolm-2s-1,umolm-2s-1,umolm-2s-1,umolm-2s-1,-,gC_m-2_30min-1,gC_m-2_30min-1,gC_m-2_30min-1,gC_m-2_30min-1,gC_m-2_30min-1
2010,316,13.5,-9999,-9999,-9999,0.42667,3,-9999,0.42667,3,-9999,-9999,0.001596,2,-9999,-9999,-0.2387,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,66.416,1,0.97343,0.97343,0,76.923,76.923,0,-4.9672,-4.9672,0,15.748,15.748,0,97.611,34.285,-9999,148.52,-9999,84.811,0,0.017,6.277,-7.2433,-2.9415,5.6482,-0.48317,1.3533,16.556,15.924,16.181,0.67519,936.77,0.2664,1.2871,50.521,177.31,-9999,-4.9672,59.32,1.0481,0.65321,0.65321,0.59964,0.22655,0.22655,0.060976,3,0.0092173,0.014111,0.0048941,0.012954,0.0013173
2010,316,14,-9999,-9999,-9999,0.4375,3,-9999,0.4375,3,-9999,-9999,-0.54275,1,-9999,-9999,-6.4661,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,64.431,64.431,0,0.98013,0.98013,0,76.523,76.523,0,-5.1028,-5.1028,0,15.748,15.748,0,97.998,19.869,107.89,146.87,5.5877,57.017,0,0.137,1.169,-1.5151,-0.39224,0.2476,-0.17306,-0.07232,16.556,15.924,16.181,0.8984,-9999,0.31136,1.1073,52.452,160.17,-9999,-5.1028,59.32,1.0481,0.65009,0.65009,0.59257,0.21259,0.21259,0.060968,3,0.0094513,0.014044,0.0045926,0.012801,0.0013171
2010,316,14.5,-9999,-9999,-9999,0.4375,3,-9999,0.4375,3,-9999,-9999,3.5414,2,-9999,-9999,-11.098,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,68.402,68.402,0,1.1523,1.1523,0,72.717,72.717,0,-4.9501,-4.9501,0,15.748,15.748,0,98.229,18.045,102.06,145.65,6.7693,44.632,0,0.136,0.13044,0.55484,-0.042113,-0.01304,0.34264,-0.027577,16.556,15.924,16.181,0.90093,801.35,0.27185,0.92523,43.989,133.84,-9999,-4.9501,59.32,1.0481,0.65361,0.65361,0.60053,0.21611,0.21611,0.060983,3,0.0094513,0.01412,0.0046686,0.012973,0.0013174
2010,316,15,0.03,-9999,-9999,1.1477,3,-9999,1.1892,3,-0.87581,-9999,-0.87581,0,-12.7,-9999,-12.7,0,-30.566,99.35,-30.893,-9999,-30.566,-9999,-12.345,-9999,-0.63013,-9999,0.02864,-9999,15.317,15.317,0,1.1233,1.1233,0,73.578,73.578,0,-4.8645,-4.8645,0,15.748,15.748,0,95.027,7.4875,96.09,141.92,-38.002,19.95,0,0.137,-0.010321,1.2349,-0.23034,0.17843,0.61229,-0.025953,16.556,15.924,16.181,0.87118,770.19,0.48925,0.81727,39.619,98.762,-9999,-4.8645,59.32,1.0481,0.65557,0.65557,0.60501,-0.53366,0,0.060139,3,0.02569,0.014162,0,0.01307,0.0012992
2010,316,15.5,-0.09,-9999,-9999,1.1477,3,-9999,1.1892,3,-1.3156,-9999,-1.3156,0,-12.606,-9999,-12.606,0,198.78,99.3,200.9,-9999,198.78,-9999,-12.226,-9999,-1.016,-9999,0.02405,-9999,4.4762,4.4762,0,1.0245,1.0245,0,75.422,75.422,0,-5.1234,-5.1234,0,15.748,15.748,0,98.198,4.039,93.669,141.46,-47.356,10.099,0,0.01,-0.0022026,0.96852,-2.3887,0.21906,0.48316,-1.0848,16.556,15.924,16.181,0.90058,799.67,-9999,0.66519,34.83,55.538,-9999,-5.1234,59.32,1.0481,0.64962,0.64962,0.5915,-0.53961,0,0.057647,3,0.02569,0.014034,0,0.012778,0.0012453
2010,316,16,0.61,-9999,-9999,1.1477,3,-9999,1.1892,3,0.34842,-9999,0.34842,0,-14.722,-9999,-14.722,0,-12.604,99.337,-12.801,-9999,-12.604,-9999,-14.065,-9999,0.46695,-9999,0.05203,-9999,0,0,0,0.56504,0.56504,0,84.782,84.782,0,-6.6307,-6.6307,0,15.748,15.748,0,98.198,0.69482,100.83,143.13,-46.245,2.0509,0,-0.002,0.009963,0.3343,-5.4578,0.27384,0.17213,-2.592,16.556,15.924,16.181,0.89836,803.06,-9999,0.42122,2.7022,4.9076,-9999,-6.6307,59.32,1.0481,0.61454,0.61454,0.51559,-0.57469,0,0,3,0.02569,0.013276,0,0.011138,0
2010,316,16.5,-0.45,-9999,-9999,0.36,3,-9999,0.36,3,-10.738,-9999,-10.738,0,-36.195,-9999,-36.195,0,-17.555,100.26,-18.068,-9999,-17.555,-9999,-34.203,-9999,-8.5763,-9999,0.05768,-9999,0,0,0,0.20278,0.20278,0,93.153,93.153,0,-9.52,-9.52,0,15.748,15.748,0,98.199,0,117.34,153.04,-39.574,0.11271,0,-0.013,0.018246,-1.3417,-11.295,0.35829,-0.6617,-5.4686,16.556,15.924,16.181,0.8764,780.05,0.0257,0.20166,13.834,0,-9999,-9.52,59.32,1.0481,0.54548,0.54548,0.38387,0.18548,0.18548,0,3,0.0077771,0.011784,0.0040069,0.0082927,0
2010,316,17,-9999,-9999,-9999,0.36375,3,-9999,0.43125,3,-9999,-9999,0.025749,1,-9999,-9999,0.58065,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0.18068,0.18068,0,92.69,92.69,0,-11.779,-11.779,0,15.748,15.748,0,98.201,0.014858,130.92,162.09,-34.332,0,0,-0.009,0.041369,-4.3031,-21.879,0.49721,-2.1309,-10.691,16.556,15.924,16.181,0.88079,803.74,-9999,0.22955,284.61,0,-9999,-11.779,59.32,1.0481,0.49002,0.49002,0.29441,0.05877,0.05877,0,3,0.0093163,0.010586,0.0012696,0.0063601,0
2010,316,17.5,-227198,-9999,-9999,0.36375,3,-9999,0.43125,3,-9999,-9999,0.073331,1,-9999,-9999,0.90977,1,40.785,-9999,58.129,-9999,40.785,-9999,2038.1,-9999,-40641,-9999,-0.26877,-9999,0,0,0,0.256,0.256,0,88.403,88.403,0,-13.168,-13.168,0,15.748,15.748,0,98.201,0.43871,137.57,167.15,-32.144,0,0,-0.007,0.053005,-8.5092,-25.074,0.63455,-4.2281,-12.22,16.556,15.924,16.181,0.88254,826.53,-9999,0.30319,22.122,0,-9999,-13.168,59.32,1.0481,0.45541,0.45541,0.2456,0.02416,0.02416,0,3,0.0093163,0.0098382,0.00052193,0.0053057,0
2010,316,18,-0.2,-9999,-9999,0.42714,3,-9999,0.50429,3,-2.8001,-9999,-2.8001,0,-1.8304,-9999,-1.8304,0,-2.0092,99.531,-2.0734,-9999,-2.0092,-9999,-1.7116,-9999,-2.2329,-9999,-0.00252,-9999,0,0,0,0.17828,0.17828,0,91.224,91.224,0,-14.178,-14.178,0,15.748,15.748,0,98.18,0.64709,144.87,170.31,-27.337,0,0,-0.006,0.070264,-13.284,-27.191,0.88642,-6.6067,-13.152,16.556,15.924,16.181,0.8818,845.38,-9999,0.32294,64.336,0,-9999,-14.178,59.32,1.0481,0.43006,0.43006,0.21314,-0.074226,0,0,3,0.010894,0.0092905,0,0.0046045,0
2010,316,18.5,0.28,-9999,-9999,0.42714,3,-9999,0.50429,3,-1.5465,-9999,-1.5465,0,-2.9783,-9999,-2.9783,0,-4.0953,99.592,-4.23,-9999,-4.0953,-9999,-2.8097,-9999,-1.2743,-9999,0.01676,-9999,0,0,0,0.13944,0.13944,0,92.914,92.914,0,-14.563,-14.563,0,15.748,15.748,0,98.174,0.66427,147.17,171.52,-26.086,0,0,-0.004,0.081024,-16.513,-28.532,1.2648,-8.2162,-13.634,16.556,15.924,16.181,0.87735,851.99,-9999,0.36696,21.252,0,-9999,-14.563,59.32,1.0481,0.42036,0.42036,0.20145,-0.083921,0,0,3,0.010894,0.0090811,0,0.0043519,0
2010,316,19,2.22,-9999,-9999,0.42714,3,-9999,0.50429,3,1.7972,-9999,1.7972,0,-8.4238,-9999,-8.4238,0,-6.853,100.05,-7.1546,-9999,-6.853,-9999,-7.8513,-9999,1.4713,-9999,0.09464,-9999,0,0,0,0.17567,0.17567,0,91.036,91.036,0,-14.612,-14.612,0,15.748,15.748,0,98.169,0.76658,157.14,173.95,-17.8,0,0,-0.002,0.099824,-20.22,-29.444,1.6411,-10.06,-13.902,16.556,15.924,16.181,0.87591,855.11,-9999,0.26766,241.09,0,-9999,-14.612,59.32,1.0481,0.41913,0.41913,0.19999,-0.085156,0,0,3,0.010894,0.0090544,0,0.0043204,0
2010,316,19.5,0.38,-9999,-9999,0.42714,3,-9999,0.50429,3,-0.50113,-9999,-0.50113,0,-1.3687,-9999,-1.3687,0,-1.6025,99.786,-1.6516,-9999,-1.6025,-9999,-1.2709,-9999,-0.383,-9999,0.01589,-9999,0,0,0,0.21856,0.21856,0,88.843,88.843,0,-14.617,-14.617,0,15.748,15.748,0,98.186,0.83078,157.32,174.2,-17.88,0,0,-0.002,0.10101,-20.894,-29.866,1.9443,-10.397,-13.961,16.556,15.924,16.181,0.87486,860.43,-9999,0.27599,139.34,0,-9999,-14.617,59.32,1.0481,0.419,0.419,0.19984,-0.085282,0,0,3,0.010894,0.0090517,0,0.0043171,0
2010,316,20,-0.49,-9999,-9999,0.42714,3,-9999,0.50429,3,-1.0282,-9999,-1.0282,0,1.1816,-9999,1.1816,0,-4.081,99.656,-5.2227,-9999,-4.081,-9999,0.99216,-9999,-0.82873,-9999,-0.01928,-9999,0,0,0,0.18868,0.18868,0,90.577,90.577,0,-14.353,-14.353,0,15.748,15.748,0,98.178,0.79707,155.88,173.13,-18.22,0,0,-0.001,0.11707,-20.951,-29.851,2.2583,-10.417,-13.796,16.556,15.924,16.181,0.87169,859.15,-9999,0.39185,26.05,0,-9999,-14.353,59.32,1.0481,0.42565,0.42565,0.20778,-0.078631,0,0,3,0.010894,0.0091954,0,0.0044887,0
2010,316,20.5,0.01,-9999,-9999,0.49875,3,-9999,0.56625,3,-0.95334,-9999,-0.95334,0,-2.3583,-9999,-2.3583,0,-5.4732,100.31,-5.6376,-9999,-5.4732,-9999,-2.2509,-9999,-0.81855,-9999,0.0057,-9999,0.47848,0.47848,0,0.19875,0.19875,0,90.509,90.509,0,-13.81,-13.81,0,15.748,15.748,0,98.163,0.86825,161.83,173.07,-11.631,0,0,0.001,0.1261,-20.397,-29.657,2.3231,-10.136,-13.667,16.556,15.924,16.181,0.86844,855.83,-9999,0.47644,31.276,0,-9999,-13.81,59.32,1.0481,0.43931,0.43931,0.22467,-0.12694,0,0.038713,3,0.012233,0.0094904,0,0.0048535,0.00083631
2010,316,21,0.22,-9999,-9999,0.44444,3,-9999,0.50444,3,-1.6955,-9999,-1.6955,0,-2.5516,-9999,-2.5516,0,-7.2081,100.28,-7.4517,-9999,-7.2081,-9999,-2.4425,-9999,-1.4872,-9999,0.01498,-9999,0.10358,0.10358,0,0.18142,0.18142,0,91.674,91.674,0,-13.327,-13.327,0,15.748,15.748,0,98.154,0.71136,159.04,171.55,-13.118,0,0,-0.003,0.13424,-19.67,-29.255,-1.4568,-9.7678,-15.356,16.556,15.924,16.181,0.86814,853.85,-9999,0.40545,225.25,0,-9999,-13.327,59.32,1.0481,0.45143,0.45143,0.24032,-0.053016,0,0.016607,3,0.010897,0.0097522,0,0.0051916,0.00035876
2010,316,21.5,-0.33,-9999,-9999,0.36375,3,-9999,0.43125,3,-0.87059,-9999,-0.87059,0,-0.47437,-9999,-0.47437,0,-4.1344,100.42,-4.489,-9999,-4.1344,-9999,-0.44642,-9999,-0.76654,-9999,-0.01145,-9999,0,0,0,0.2219,0.2219,0,90.008,90.008,0,-13.095,-13.095,0,15.748,15.748,0,98.151,0.53924,160.26,171.16,-11.502,0,0,-0.004,0.15025,-19.11,-28.426,-12.741,-9.4798,-20.584,16.556,15.924,16.181,0.86915,853.49,-9999,0.31601,256.25,0,-9999,-13.095,59.32,1.0481,0.45724,0.45724,0.24804,0.025987,0.025987,0,3,0.0093163,0.0098777,0.0005614,0.0053584,0
2010,316,22,0.25,-9999,-9999,0.36375,3,-9999,0.43125,3,-0.6021,-9999,-0.6021,0,-3.3904,-9999,-3.3904,0,-19.13,110.49,-23.932,-9999,-19.13,-9999,-2.9942,-9999,-0.48322,-9999,0.0165,-9999,0.95622,0.95622,0,0.18522,0.18522,0,91.973,91.973,0,-12.626,-12.626,0,15.748,15.748,0,98.168,0.62637,169.63,171.65,-1.6863,0.013614,0,-0.004,0.14412,-18.566,-27.53,-15.553,-9.211,-21.541,16.556,15.924,16.181,0.87042,848.63,0.74779,0.40393,238.99,0,-9999,-12.626,59.32,1.0481,0.46895,0.46895,0.26407,0.037704,0.037704,0.047427,3,0.0093163,0.010131,0.00081452,0.0057047,0.0010246
2010,316,22.5,-0.85,-9999,-9999,0.38714,3,-9999,0.46429,3,-0.61069,-9999,-0.61069,0,6.1491,-9999,6.1491,0,-9.0829,1712.2,-10.021,-9999,-9.0829,-9999,5.6969,-9999,-0.57674,-9999,-0.04644,-9999,1.3165,1.3165,0,0.20402,0.20402,0,92.118,92.118,0,-11.207,-11.207,0,15.748,15.748,0,98.167,0.73707,168.04,169.19,-0.57519,0.039184,0,0.013,0.12505,-17.909,-25.831,-16.061,666.16,-2533,16.556,15.924,16.181,0.86992,833.16,0.57116,0.46072,308.52,0,-9999,-11.207,59.32,1.0481,0.50417,0.50417,0.31589,0.039883,0.039883,0.050546,3,0.01003,0.010892,0.00086159,0.0068242,0.0010919
2010,316,23,0.5,-9999,-9999,0.46,3,-9999,0.54167,3,-1.1995,-9999,-1.1995,0,-1.2647,-9999,-1.2647,0,-1.8773,345.02,-1.9843,-9999,-1.8773,-9999,-1.1965,-9999,-1.0359,-9999,0.02217,-9999,0.39163,0.39163,0,0.21997,0.21997,0,91.838,91.838,0,-10.704,-10.704,0,15.748,15.748,0,98.134,0.41541,162.68,166.45,-3.8006,0.024307,0,0.018,0.10625,-17.076,-23.231,-15.977,666.56,-2531.7,16.556,15.924,16.181,0.87312,834.41,-9999,0.35,182.85,0,-9999,-10.704,59.32,1.0481,0.51655,0.51655,0.33545,-0.025113,0,0.035794,3,0.011702,0.011159,0,0.0072467,0.00077326
2010,316,23.5,0,-9999,-9999,0.46,3,-9999,0.54167,3,-1.1211,-9999,-1.1211,0,-0.20812,-9999,-0.20812,0,1.9143,276.2,1.9771,-9999,1.9143,-9999,-0.20018,-9999,-1.0063,-9999,0.0008,-9999,0.016322,0.016322,0,0.22686,0.22686,0,91.72,91.72,0,-10.498,-10.498,0,15.748,15.748,0,98.144,0.29233,160.32,165.31,-5.2626,0,0,0.021,0.12312,-16.075,-19.51,-15.361,667.07,-2529.5,16.556,15.924,16.181,0.87783,837.12,-9999,0.56643,242.83,0,-9999,-10.498,59.32,1.0481,0.52161,0.52161,0.34363,-0.020056,0,0.0033919,3,0.011702,0.011268,0,0.0074234,7.33E-05
2010,317,0,-9999,-9999,-9999,0.42,3,-9999,0.518,3,-9999,-9999,-0.20737,1,-9999,-9999,0.13149,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.32979,0.32979,0,0.24349,0.24349,0,91.468,91.468,0,-9.9871,-9.9871,0,17.276,17.276,0,98.147,0.41974,160.99,164.59,-3.6886,0.0050083,0,0.022,-0.090855,-12.353,-12.301,-15.317,407.22,-3115.5,10.101,19.685,10.271,0.88201,827.59,-9999,0.45713,258.82,0,-9999,-9.9871,59.32,1.0481,0.53411,0.518,0.518,0.016108,0,0,3,0.01119,0.01119,0,0.01119,0
2010,317,0.5,-9999,-9999,-9999,0.36,3,-9999,0.36,3,-9999,-9999,-0.22533,1,-9999,-9999,-0.0203,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0.246,0.246,0,91.611,91.611,0,-9.6451,-9.6451,0,17.276,17.276,0,98.142,0.31337,157.3,163.34,-6.4845,0,0,0.023,-0.061522,-8.788,-7.4908,-16.406,409.02,-3113.7,10.101,19.685,10.271,0.88765,826.58,-9999,0.43756,232.31,0,-9999,-9.6451,59.32,1.0481,0.54244,0.36,0.36,0.18244,0,0,3,0.0077771,0.0077771,0,0.0077771,0
2010,317,1,-9999,-9999,-9999,0.36,3,-9999,0.36,3,-9999,-9999,-0.23876,1,-9999,-9999,0.045888,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0.25098,0.25098,0,91.385,91.385,0,-9.7276,-9.7276,0,17.276,17.276,0,98.141,0.26317,151.17,162.87,-12.79,0,0,0.023,0.099948,-7.9801,-7.1083,-16.71,409.5,-3113.6,10.101,19.685,10.271,0.89299,828.43,-9999,0.26946,239.58,0,-9999,-9.7276,59.32,1.0481,0.54043,0.36,0.36,0.18043,0,0,3,0.0077771,0.0077771,0,0.0077771,0
2010,317,1.5,-9999,-9999,-9999,0.6475,3,-9999,0.6475,3,-9999,-9999,-0.20737,1,-9999,-9999,0.13149,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0.24698,0.24698,0,91.372,91.372,0,-9.9485,-9.9485,0,17.276,17.276,0,98.137,0.32963,147.71,163.2,-16.894,0,0,0.023,0.11385,-7.2711,-6.9315,-16.817,409.86,-3113.6,10.101,19.685,10.271,0.89645,831.55,-9999,0.37488,216.35,0,-9999,-9.9485,59.32,1.0481,0.53505,0.6475,0.6475,-0.11245,0,0,3,0.013988,0.013988,0,0.013988,0
2010,317,2,-9999,-9999,-9999,0.42,3,-9999,0.518,3,-9999,-9999,-0.24389,1,-9999,-9999,0.13314,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.07381,0.07381,0,0.23976,0.23976,0,91.551,91.551,0,-10.058,-10.058,0,17.276,17.276,0,98.124,0.35755,161.05,165.03,-4.2692,0,0,0.024,0.07999,-6.5444,-6.9583,-16.52,-3.2322,-11.739,10.101,19.685,10.271,0.89804,833.61,-9999,0.49769,223.47,0,-9999,-10.058,59.32,1.0481,0.53238,0.518,0.518,0.014377,0,0,3,0.01119,0.01119,0,0.01119,0
2010,317,2.5,-9999,-9999,-9999,0.6475,3,-9999,0.6475,3,-9999,-9999,-0.23876,1,-9999,-9999,0.045888,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.19809,0.19809,0,0.27444,0.27444,0,90.491,90.491,0,-9.8457,-9.8457,0,17.276,17.276,0,98.122,0.21798,165.5,164.73,0.75161,0.0015325,0,0.019,0.084113,-5.7408,-6.9278,-15.985,-2.8283,-11.457,10.101,19.685,10.271,0.89919,832.31,-9999,0.87831,208,0,-9999,-9.8457,59.32,1.0481,0.53756,0.6475,0.6475,-0.10994,0,0,3,0.013988,0.013988,0,0.013988,0
2010,317,3,-9999,-9999,-9999,0.36,3,-9999,0.36,3,-9999,-9999,-0.22533,1,-9999,-9999,-0.0203,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0.28117,0.28117,0,90.36,90.36,0,-9.7128,-9.7128,0,17.276,17.276,0,98.103,0.19638,161.75,164.11,-2.6363,0.0027052,0,0.022,0.10557,-5.3449,-6.7629,-15.393,-2.6197,-11.078,10.101,19.685,10.271,0.89947,831.46,-9999,0.44224,180.99,0,-9999,-9.7128,59.32,1.0481,0.54079,0.36,0.36,0.18079,0,0,3,0.0077771,0.0077771,0,0.0077771,0
2010,317,3.5,-9999,-9999,-9999,0.36,3,-9999,0.36,3,-9999,-9999,-0.23876,1,-9999,-9999,0.045888,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0.27331,0.27331,0,90.554,90.554,0,-9.8137,-9.8137,0,17.276,17.276,0,98.094,0.22292,143.81,162.38,-20.217,0,0,0.017,0.11096,-5.2054,-6.5803,-14.821,-2.5472,-10.7,10.101,19.685,10.271,0.89852,830.37,-9999,0.67663,198.7,0,-9999,-9.8137,59.32,1.0481,0.53834,0.36,0.36,0.17834,0,0,3,0.0077771,0.0077771,0,0.0077771,0
2010,317,4,-9999,-9999,-9999,0.46,3,-9999,0.54167,3,-9999,-9999,-0.10059,1,-9999,-9999,0.10628,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0.25999,0.25999,0,90.817,90.817,0,-10.087,-10.087,0,17.276,17.276,0,98.097,0.41856,146.74,163.56,-18.379,0,0,0.022,0.09021,-5.1091,-6.5916,-14.181,-2.5094,-10.387,10.101,19.685,10.271,0.89743,828.28,-9999,0.23327,191.74,0,-9999,-10.087,59.32,1.0481,0.53167,0.54167,0.54167,-0.0099975,0,0,3,0.011702,0.011702,0,0.011702,0
2010,317,4.5,-9999,-9999,-9999,0.46,3,-9999,0.54167,3,-9999,-9999,-0.11668,1,-9999,-9999,0.20267,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0.24244,0.24244,0,91.299,91.299,0,-10.287,-10.287,0,17.276,17.276,0,98.115,0.3739,153.61,165.07,-12.359,0,0,0.021,0.0078375,-5.0492,-6.8141,-13.35,-2.5207,-10.082,10.101,19.685,10.271,0.89779,831.23,-9999,0.36406,229.44,0,-9999,-10.287,59.32,1.0481,0.52678,0.54167,0.54167,-0.014887,0,0,3,0.011702,0.011702,0,0.011702,0
2010,317,5,-9999,-9999,-9999,0.46,3,-9999,0.54167,3,-9999,-9999,-0.12534,1,-9999,-9999,0.18073,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.078387,0.078387,0,0.23542,0.23542,0,91.584,91.584,0,-10.238,-10.238,0,17.276,17.276,0,98.127,0.41218,159.89,166.06,-6.5068,0,0,0.021,-0.17035,-5.0118,-6.9601,-12.281,-2.5911,-9.6203,10.101,19.685,10.271,0.89788,829.96,-9999,0.45708,140.24,0,-9999,-10.238,59.32,1.0481,0.52798,0.54167,0.54167,-0.013689,0,0,3,0.011702,0.011702,0,0.011702,0
2010,317,5.5,-9999,-9999,-9999,0.6475,3,-9999,0.6475,3,-9999,-9999,-0.20737,1,-9999,-9999,0.13149,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.25542,0.25542,0,0.26183,0.26183,0,90.851,90.851,0,-9.9516,-9.9516,0,17.276,17.276,0,98.152,0.30335,164.63,165.76,-1.1818,0.0036787,0,0.021,-0.37244,-4.976,-6.9004,-11.174,-2.6742,-9.0373,10.101,19.685,10.271,0.89879,830.5,-9999,0.34556,34.098,0,-9999,-9.9516,59.32,1.0481,0.53497,0.6475,0.6475,-0.11253,0,0,3,0.013988,0.013988,0,0.013988,0
2010,317,6,-9999,-9999,-9999,0.36,3,-9999,0.36,3,-9999,-9999,-0.23876,1,-9999,-9999,0.045888,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.18572,0.18572,0,0.2769,0.2769,0,90.496,90.496,0,-9.7265,-9.7265,0,17.276,17.276,0,98.194,0.21841,166.14,165.07,1.0322,0.0045465,0,0.017,-0.52111,-4.9321,-6.6969,-10.1,-2.7266,-8.3986,10.101,19.685,10.271,0.8995,830.18,-9999,0.48917,241.13,0,-9999,-9.7265,59.32,1.0481,0.54046,0.36,0.36,0.18046,0,0,3,0.0077771,0.0077771,0,0.0077771,0
2010,317,6.5,-9999,-9999,-9999,0.36,3,-9999,0.36,3,-9999,-9999,-0.23233,1,-9999,-9999,-0.49724,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.14562,0.14562,0,0.29763,0.29763,0,90.079,90.079,0,-9.3577,-9.3577,0,17.276,17.276,0,98.237,0.22981,166.12,164.21,1.8233,0.01068,0,0.022,-0.63658,-4.8769,-6.4593,-9.2197,-2.7567,-7.8395,10.101,19.685,10.271,0.89978,826.82,-9999,0.68289,215.72,0,-9999,-9.3577,59.32,1.0481,0.54942,0.36,0.36,0.18942,0,0,3,0.0077771,0.0077771,0,0.0077771,0
2010,317,7,-9999,-9999,-9999,0.36,3,-9999,0.36,3,-9999,-9999,-0.41595,1,-9999,-9999,-0.8002,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0.29855,0.29855,0,90.129,90.129,0,-9.2545,-9.2545,0,17.276,17.276,0,98.293,0.17709,155.1,162.55,-8.3261,0,0,0.022,-0.77736,-4.8122,-6.2208,-8.8186,-2.7948,-7.5197,10.101,19.685,10.271,0.89943,823.24,-9999,0.87684,200.27,0,-9999,-9.2545,59.32,1.0481,0.55192,0.36,0.36,0.19192,0,0,3,0.0077771,0.0077771,0,0.0077771,0
2010,317,7.5,-9999,-9999,-9999,0.36,3,-9999,0.36,3,-9999,-9999,-0.22533,1,-9999,-9999,-0.0203,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0.28815,0.28815,0,90.244,90.244,0,-9.5544,-9.5544,0,17.276,17.276,0,98.357,0.1075,155.56,162.84,-8.1822,0,0,0.018,-0.99654,-4.7427,-6.1258,-8.5421,-2.8696,-7.3339,10.101,19.685,10.271,0.89897,821.7,-9999,1.5671,204.6,0,-9999,-9.5544,59.32,1.0481,0.54464,0.36,0.36,0.18464,0,0,3,0.0077771,0.0077771,0,0.0077771,0
